t_key,t_koreanorg,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^action_tooltip_mine_0038^,^아크란 별꽃 채집^,^^,^^,^GatheRing Aklan flowers^,^^,^^
^action_tooltip_mine_0039^,^크리스탈 캐기^,^^,^^,^Mining Crystal^,^^,^^
^action_tooltip_mine_0040^,^포라오니움 캐기^,^^,^^,^Mining Poronium^,^^,^^
^action_tooltip_break_0022^,^일리크 알 파괴^,^^,^^,^Ilric Egg destroyed^,^^,^^
^action_tooltip_break_0023^,^식인 식물 파괴^,^^,^^,^Cannibal plant destroyed^,^^,^^
^action_tooltip_break_0024^,^생체수정 파괴^,^^,^^,^Destroy living Crystals^,^^,^^
^action_tooltip_break_0025^,^의식의 제단 파괴^,^^,^^,^Destroy the Altar of Consciousness^,^^,^^
^action_tooltip_break_0026^,^승리의 탑 파괴^,^^,^^,^Destroy the Tower of Victory^,^^,^^
^action_tooltip_break_0027^,^익시드 구덩이 파괴^,^^,^^,^Destruction of the eccentric pit^,^^,^^
^action_tooltip_fire_0001^,^깃발 불태우기^,^^,^^,^Burning flags^,^^,^^
^action_tooltip_break_0028^,^목책 파괴^,^^,^^,^Breaking the barrier^,^^,^^
^action_tooltip_open_0026^,^감옥 열기^,^^,^^,^Open prison^,^^,^^
^action_tooltip_action_0111^,^데모닉 스톤 획득^,^^,^^,^Obtain Demonic Stone^,^^,^^
^action_tooltip_action_0112^,^조사하기^,^^,^^,^Investigate^,^^,^^
^action_tooltip_action_0113^,^확인하기^,^^,^^,^Check^,^^,^^
^action_tooltip_action_0114^,^라비니의 흔적 조사^,^^,^^,^Trail of Rabbini^,^^,^^
^action_tooltip_action_0115^,^사라진 병사 흔적 조사^,^^,^^,^Disappeared Soldier's Trail^,^^,^^
^action_tooltip_action_0116^,^소문 듣기^,^^,^^,^Listen to the rumors^,^^,^^
^action_tooltip_action_0117^,^이야기 듣기^,^^,^^,^Listen to the story^,^^,^^
^action_tooltip_action_0118^,^휴식 종료하기^,^^,^^,^Ending the break^,^^,^^
^action_tooltip_open_0027^,^달의 보석 작동하기^,^^,^^,^Jewel of the Moon is working^,^^,^^
^action_tooltip_open_0028^,^불의 보석 작동하기^,^^,^^,^Jewel of Fire is working^,^^,^^
^action_tooltip_open_0029^,^물의 보석 작동하기^,^^,^^,^Jewel of Water is working^,^^,^^
^action_tooltip_open_0030^,^나무의 보석 작동하기^,^^,^^,^Jewel of Wood is working^,^^,^^
^action_tooltip_open_0031^,^금의 보석 작동하기^,^^,^^,^Jewel of Gold is working^,^^,^^
^action_tooltip_open_0032^,^흙의 보석 작동하기^,^^,^^,^Jewel of the Earth is working^,^^,^^
^action_tooltip_open_0033^,^해의 보석 작동하기^,^^,^^,^Jewel of the Sun is working^,^^,^^
^action_tooltip_action_0119^,^케플리 싱어 깨우기^,^^,^^,^Wake up Cherly Singer^,^^,^^
^action_tooltip_heal_0^,^응급처치하기^,^^,^^,^First Aid^,^^,^^
^action_tooltip_summer_0001^,^오리배 탑승하기^,^^,^^,^Boarding a Boat^,^^,^^
^action_tooltip_summer_0002^,^수박 쪼개기^,^^,^^,^Split Watermelon^,^^,^^
^action_tooltip_summer_0003^,^현수막 휘날리기^,^^,^^,^Banner Flyer^,^^,^^
^action_tooltip_action_0120^,^마정석 점령^,^^,^^,^Marble Stone Occupation^,^^,^^
^action_tooltip_mine_0041^,^빛나는 펠리시움 광맥 캐기^,^^,^^,^GatheRing Shining Felicite Vein^,^^,^^
^action_tooltip_mine_0042^,^순도 높은 펠리시움 광맥 캐기^,^^,^^,^GatheRing High-Quality Felicite Vein^,^^,^^
^action_tooltip_mine_0043^,^펠리시움 광맥 캐기^,^^,^^,^GatheRing Felicite Vein^,^^,^^
^action_tooltip_mine_0044^,^빛나는 아다만티움 광맥 캐기^,^^,^^,^GatheRing Shining Adamantium Vein^,^^,^^
^action_tooltip_mine_0045^,^순도 높은 아다만티움 광맥 캐기^,^^,^^,^GatheRing High-Quality Adamantium Vein^,^^,^^
^action_tooltip_mine_0046^,^아다만티움 광맥 캐기^,^^,^^,^GatheRing Adamantium Vein^,^^,^^
^action_tooltip_mine_0047^,^빛나는 에메랄드 광맥 캐기^,^^,^^,^GatheRing Shining Emerald Vein^,^^,^^
^action_tooltip_mine_0048^,^순도 높은 에메랄드 광맥 캐기^,^^,^^,^GatheRing High-Quality Emerald Vein^,^^,^^
^action_tooltip_mine_0049^,^에메랄드 광맥 캐기^,^^,^^,^GatheRing Emerald Vein^,^^,^^
^action_tooltip_e02_0001^,^^,^^,^^,^Throwing Snowballs^,^^,^^
^action_tooltip_dog_0001^,^^,^^,^^,^Winter Fall^,^^,^^
^action_tooltip_xmas_0001^,^^,^^,^^,^Opening Christmas Box^,^^,^^
^action_tooltip_xmas_0002^,^^,^^,^^,^Checking Christmas Sleigh^,^^,^^
^action_tooltip_d94_0001^,^^,^^,^^,^Steal Meat from Tazrans^,^^,^^
